Codigo municipio,Municipio,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,provincia,promedio,total_Suma_ano,pueblociudad,p33,p66,consumoProvincia,dif1502
48006,Arantzazu,2863.38,2791.39,2979.69,3005.31,3487.49,3278.52,3179.7,2747.58,2801.51,2761.94,2659.35,2560.27,2440.64,2475.71,Bizkaia,2859.462857142857,40032.479999999996,Pueblo,3108.363542857143,6738.3684357142865,Bajo,387.6700000000001
48034,Ermua,4086.11,4061.41,4004.49,4300.71,4214.16,4348.49,3961.02,4797.1,4741.3,4407.35,4358.73,4281.84,3879.52,3677.81,Bizkaia,4222.86,59120.04,Pueblo,3108.363542857143,6738.3684357142865,Medio,408.3000000000002
48063,Mendexa,3002.57,2843.4,3139.34,3333.67,3299.07,3421.24,3223.44,3044.15,3481.51,3252.17,2578.19,2722.21,2631.69,2572.64,Bizkaia,3038.949285714286,42545.29,Pueblo,3108.363542857143,6738.3684357142865,Bajo,429.9300000000003
48007,Munitibar-Arbatzegi Gerrikaitz-,2519.37,2317.87,2710.93,3089.79,2559.33,2500.62,2470.51,2864.61,2476.3,1751.53,1990.62,1831.05,1626.31,2085.34,Bizkaia,2342.441428571428,32794.17999999999,Pueblo,3108.363542857143,6738.3684357142865,Bajo,434.02999999999975
48041,Gautegiz Arteaga,3303.8,3318.96,3426.71,3632.21,3287.54,3489.53,3618.85,3574.52,3670.86,3432.03,3496.88,3323.08,3178.07,2861.85,Bizkaia,3401.0635714285713,47614.89,Pueblo,3108.363542857143,6738.3684357142865,Medio,441.9500000000003
48060,Markina-Xemein,4705.69,4576.12,4378.21,4359.74,4686.5,4882.43,4788.42,5432.1,5047.89,5002.03,5121.6,4714.38,4608.56,4248.04,Bizkaia,4753.693571428571,66551.70999999999,Pueblo,3108.363542857143,6738.3684357142865,Medio,457.64999999999964
1046,Erriberagoitia/Ribera Alta,3732.27,3568.35,3684.8,3927.68,3993.49,3706.47,3445.53,3509.47,3583.17,3620.63,3515.31,3409.41,3334.85,3273.38,Álava,3593.200714285714,50304.81,Pueblo,4090.7342857142858,10106.95,Bajo,458.8899999999999
48095,Zaldibar,9298.48,9113.26,8737.44,8442.84,8868.21,8546.31,7828.12,10076.77,10472.49,10235.45,10191.47,9480.92,8931.67,8816.05,Bizkaia,9217.105714285715,129039.48000000001,Pueblo,3108.363542857143,6738.3684357142865,Alto,482.4300000000003
48004,Amoroto,5667.17,5210.61,5681.72,5925.53,6079.18,5813.37,6088.27,5999.83,6120.98,5938.99,5283.09,5491.46,5465.24,5171.54,Bizkaia,5709.784285714287,79936.98000000001,Pueblo,3108.363542857143,6738.3684357142865,Medio,495.6300000000001
48026,Dima,3158.85,3228.07,3316.47,3474.33,3472.71,3403.4,3713.62,3724.04,3251.89,2899.47,2757.71,2570.16,2452.8,2662.26,Bizkaia,3148.984285714286,44085.780000000006,Pueblo,3108.363542857143,6738.3684357142865,Medio,496.5899999999997
1011,Baños de Ebro/Mañueta,2920.51,3060.1,2870.59,4618.42,3786.53,2915.21,3529.23,3428.17,2776.88,3030.16,2925.21,2871.71,2846.53,2406.43,Álava,3141.8342857142857,43985.68,Pueblo,4090.7342857142858,10106.95,Bajo,514.0800000000004
20055,Arrasate/Mondragón,9642.18,9421.11,9818.72,10384.75,10184.09,10316.04,9724.56,10657.48,10514.71,9486.13,9133.89,8840.7,8989.34,9108.31,Gipuzkoa,9730.143571428573,136222.01,Pueblo,4173.691992857142,9100.15910714286,Alto,533.8700000000008
1044,Peñacerrada-Urizaharra,2425.24,2294.94,2540.35,2422.93,2350.91,2199.5,2384.89,2540.02,2278.46,2263.3,2222.12,2329.1,1921.4,1886.6,Álava,2289.982857142857,32059.76,Pueblo,4090.7342857142858,10106.95,Bajo,538.6399999999999
20907,Gaztelu,1802.34,1727.45,1916.81,2139.46,1969.76,1906.25,1976.43,1803.59,1934.28,1831.04,1834.5,1750.11,1769.51,1259.87,Gipuzkoa,1830.1,25621.399999999998,Pueblo,4173.691992857142,9100.15910714286,Bajo,542.47
20007,Altzo,35313.98,36350.42,37513.26,36081.83,38561.52,37036.58,36416.5,37940.56,39905.68,37659.4,30238.73,32040.46,35713.9,34759.82,Gipuzkoa,36109.474285714285,505532.64,Pueblo,4173.691992857142,9100.15910714286,Alto,554.1600000000035
20039,Getaria,8139.57,7952.83,8323.82,8836.74,8729.75,8087.36,8079.52,8660.88,8912.24,9022.4,9087.83,8268.48,7728.87,7558.45,Gipuzkoa,8384.91,117388.73999999999,Pueblo,4173.691992857142,9100.15910714286,Medio,581.1199999999999
48914,Arratzu,2747.47,2562.82,2448.6,3150.84,2664.1,2945.59,3107.8,2222.52,2124.27,2674.01,2562.07,2556.3,2520.39,2162.96,Bizkaia,2603.552857142857,36449.74,Pueblo,3108.363542857143,6738.3684357142865,Bajo,584.5099999999998
20015,Ataun,2394.06,2253.31,2230.31,2485.0,2649.87,2654.67,2627.48,2457.55,2307.65,2321.61,2204.49,2169.35,1845.28,1808.58,Gipuzkoa,2314.9435714285714,32409.21,Pueblo,4173.691992857142,9100.15910714286,Bajo,585.48
1039,Moreda de Álava / Moreda Araba,2496.92,2508.8,2577.04,2474.86,2641.68,2771.7,2837.05,2473.56,2280.08,2313.48,2366.0,2138.82,2122.63,1888.87,Álava,2420.8207142857145,33891.490000000005,Pueblo,4090.7342857142858,10106.95,Bajo,608.0500000000002
48033,Ereño,3277.23,3383.07,3621.27,3808.23,3718.61,3563.42,3806.27,3693.32,3467.42,3347.21,3173.74,3228.57,2981.59,2652.16,Bizkaia,3408.722142857143,47722.11,Pueblo,3108.363542857143,6738.3684357142865,Medio,625.0700000000002
48048,Ibarrangelu,3643.59,3595.17,3792.79,3879.38,4021.24,3964.49,3861.29,3765.41,3866.85,3983.91,3669.66,3606.23,3446.14,3015.1,Bizkaia,3722.2321428571427,52111.25,Pueblo,3108.363542857143,6738.3684357142865,Medio,628.4900000000002
48051,Lanestosa,2279.99,2370.92,2558.63,2766.5,2837.5,2794.14,2692.61,2596.01,2544.14,2553.72,2131.43,2163.07,2088.27,1649.58,Bizkaia,2430.465,34026.51,Pueblo,3108.363542857143,6738.3684357142865,Bajo,630.4099999999999
48024,Zeanuri,2914.91,2713.53,2597.5,2643.35,2970.79,2780.93,2867.44,2577.53,2632.57,2662.01,2467.47,2419.07,2302.7,2235.58,Bizkaia,2627.5271428571427,36785.38,Pueblo,3108.363542857143,6738.3684357142865,Bajo,679.3299999999999
1034,Leza,5755.34,5791.58,6030.2,6409.42,5741.46,4983.76,4475.74,5163.39,4887.28,5197.27,4719.05,4853.14,5052.91,5067.21,Álava,5294.839285714287,74127.75000000001,Pueblo,4090.7342857142858,10106.95,Medio,688.1300000000001
20041,Hernialde,2693.12,2326.87,2849.71,2569.84,2818.86,2242.16,2444.5,2312.9,2472.28,2902.3,2638.54,2674.13,2795.74,1946.82,Gipuzkoa,2549.1264285714287,35687.770000000004,Pueblo,4173.691992857142,9100.15910714286,Bajo,746.3
1030,Lagrán,3248.83,3113.29,3026.36,3329.93,3685.84,3265.15,3579.93,3273.55,3155.02,3091.5,2847.3,2906.22,2585.72,2500.21,Álava,3114.9178571428574,43608.850000000006,Pueblo,4090.7342857142858,10106.95,Bajo,748.6199999999999
1060,Yécora/Iekora,2698.08,2628.62,2538.5,2292.58,2301.46,2322.42,2262.48,2231.5,1965.85,2217.67,2024.18,2066.56,1975.36,1827.21,Álava,2239.4621428571427,31352.469999999998,Pueblo,4090.7342857142858,10106.95,Bajo,870.8699999999999
20057,Mutiloa,4253.33,4113.61,4191.02,4149.42,4193.14,4583.11,4309.36,4809.37,4010.69,4277.59,4722.6,5138.78,5051.25,3379.31,Gipuzkoa,4370.184285714286,61182.579999999994,Pueblo,4173.691992857142,9100.15910714286,Medio,874.02
48008,Artzentales,2866.71,2950.31,3073.5,2938.82,3050.18,2922.03,2924.98,2884.67,2660.3,2688.29,2542.8,2224.24,2019.18,1942.46,Bizkaia,2692.033571428571,37688.469999999994,Pueblo,3108.363542857143,6738.3684357142865,Bajo,924.25
1023,Elvillar/Bilar,3720.36,3551.36,3783.01,3464.31,3973.37,3696.51,3484.8,3798.89,3338.79,3120.84,3143.15,2827.38,2715.62,2714.61,Álava,3380.928571428571,47332.99999999999,Pueblo,4090.7342857142858,10106.95,Bajo,1005.75
20026,Zerain,3339.8,3348.66,3310.36,3435.64,3514.59,3511.17,3855.4,3557.27,3386.1,3258.36,2822.15,2638.6,2561.01,2316.97,Gipuzkoa,3204.0057142857145,44856.08,Pueblo,4173.691992857142,9100.15910714286,Bajo,1022.8300000000004
48001,Abadiño,19112.86,18218.65,17007.75,17492.94,19038.2,17434.98,14902.98,19500.46,20116.32,20306.64,19993.84,20328.15,19292.68,18073.94,Bizkaia,18630.027857142853,260820.38999999996,Pueblo,3108.363542857143,6738.3684357142865,Alto,1038.920000000002
20054,Lizartza,5902.19,5625.99,5643.21,5726.58,6495.53,5766.32,6398.57,7057.55,6606.07,6226.18,4976.78,2954.24,4142.41,4855.35,Gipuzkoa,5598.355000000001,78376.97000000002,Pueblo,4173.691992857142,9100.15910714286,Medio,1046.8399999999992
20081,Zumaia,8866.33,8520.32,8485.99,8271.42,8032.16,7900.01,7374.67,9136.98,8739.55,9655.69,9093.28,8743.57,8313.31,7804.46,Gipuzkoa,8495.552857142857,118937.74,Pueblo,4173.691992857142,9100.15910714286,Medio,1061.87
48082,Santurtzi,3130.28,3015.91,2896.81,2863.75,2573.85,2616.39,2649.94,2533.47,2461.98,2443.09,2329.11,2356.59,2110.03,2026.56,Bizkaia,2571.9828571428575,36007.76,Pueblo,3108.363542857143,6738.3684357142865,Bajo,1103.7200000000003
20066,Errezil,4331.48,3804.25,3906.36,3510.55,3972.07,4247.65,3804.8,3832.25,4126.17,4086.05,3961.91,3811.16,3668.99,3176.9,Gipuzkoa,3874.3278571428577,54240.59000000001,Pueblo,4173.691992857142,9100.15910714286,Bajo,1154.5799999999995
48906,Forua,3203.99,3219.34,3279.63,3564.63,3449.58,3820.49,2775.72,2488.14,2441.99,2372.72,2258.48,2069.12,1943.76,2033.81,Bizkaia,2780.1,38921.4,Pueblo,3108.363542857143,6738.3684357142865,Bajo,1170.1799999999998
1049,Añana,4559.93,4966.99,4886.77,4547.34,4461.91,4113.1,4105.82,2468.04,3627.57,4176.05,4294.96,3591.43,3818.59,3348.86,Álava,4069.097142857143,56967.36,Pueblo,4090.7342857142858,10106.95,Bajo,1211.0700000000002
48028,Ea,3852.0,3687.13,3911.02,3548.13,3592.52,3450.36,3310.65,3455.36,3440.44,3357.09,3345.93,3364.15,2998.63,2636.28,Bizkaia,3424.977857142857,47949.689999999995,Pueblo,3108.363542857143,6738.3684357142865,Medio,1215.7199999999998
48052,Larrabetzu,4845.77,4339.72,4470.54,4650.04,4513.0,4353.3,5006.86,5206.45,5389.95,5070.89,4784.49,4596.33,4111.66,3626.63,Bizkaia,4640.402142857142,64965.63,Pueblo,3108.363542857143,6738.3684357142865,Medio,1219.1400000000003
20901,Mendaro,7786.23,7507.7,7844.88,8001.43,8150.2,8093.22,7916.33,8560.26,9086.4,9179.21,8432.63,8285.87,7487.43,6377.59,Gipuzkoa,8050.67,112709.38,Pueblo,4173.691992857142,9100.15910714286,Medio,1408.6399999999994
48068,Mundaka,4026.21,3785.8,3535.6,3710.71,3869.82,4041.74,3874.25,4043.13,3662.7,3600.74,3530.12,3361.73,3078.81,2615.21,Bizkaia,3624.0407142857143,50736.57,Pueblo,3108.363542857143,6738.3684357142865,Medio,1411.0
20904,Baliarrain,3970.34,3723.2,3563.56,4676.46,6859.89,5066.84,2598.02,8520.39,10634.28,3384.62,2107.34,2308.19,2370.09,2456.51,Gipuzkoa,4445.695000000001,62239.73,Pueblo,4173.691992857142,9100.15910714286,Medio,1513.83
48901,Derio,9308.61,8750.28,9300.36,10601.53,10379.3,10579.29,10044.59,10361.66,10370.06,9772.31,9355.59,8698.93,8558.66,7744.23,Bizkaia,9558.957142857145,133825.40000000002,Pueblo,3108.363542857143,6738.3684357142865,Alto,1564.380000000001
20010,Anoeta,4894.64,4511.31,4196.88,4364.84,4667.4,4393.43,4439.35,5127.7,4883.0,4165.61,3923.52,3318.23,2987.5,3302.75,Gipuzkoa,4226.868571428571,59176.159999999996,Pueblo,4173.691992857142,9100.15910714286,Medio,1591.8900000000003
1036,Laudio/Llodio,11919.9,12006.48,12939.28,13111.47,13603.74,13353.6,13039.92,14381.52,13810.98,13171.85,12243.59,11578.24,10943.12,10318.63,Álava,12601.594285714284,176422.31999999998,Pueblo,4090.7342857142858,10106.95,Alto,1601.2700000000004
48091,Atxondo,59203.49,56101.82,56977.81,53510.09,50507.03,44763.49,38322.62,51247.56,57651.03,57339.87,57649.03,60277.7,59366.2,57474.9,Bizkaia,54313.759999999995,760392.6399999999,Ciudad,3108.363542857143,6738.3684357142865,Alto,1728.5899999999965
1033,Lapuebla de Labarca,7409.34,7651.18,6927.92,8084.48,7397.23,7075.22,6739.38,6820.02,6323.41,6139.94,6738.96,5629.57,5613.61,5674.95,Álava,6730.372142857144,94225.21000000002,Pueblo,4090.7342857142858,10106.95,Medio,1734.3900000000003
20050,Leaburu,4666.09,4378.58,4709.8,4526.87,4734.62,4316.07,4860.79,5006.5,3978.31,3665.41,3519.87,3577.01,3197.44,2907.03,Gipuzkoa,4146.027857142857,58044.39,Pueblo,4173.691992857142,9100.15910714286,Bajo,1759.06
48012,Bakio,3377.98,3272.94,3360.48,3479.27,3564.89,3763.33,4152.51,4184.81,4104.79,4119.48,3906.7,4100.48,4013.77,1597.58,Bizkaia,3642.7864285714277,50999.00999999999,Pueblo,3108.363542857143,6738.3684357142865,Medio,1780.4
20067,Errenteria,8124.74,7480.73,8240.26,8445.93,8045.01,8101.28,8329.49,8126.53,8601.54,8199.98,8388.09,5890.51,5869.27,6253.04,Gipuzkoa,7721.171428571427,108096.39999999998,Pueblo,4173.691992857142,9100.15910714286,Medio,1871.6999999999998
1032,Lanciego/Lantziego,3954.24,4036.08,3952.13,3663.6,3984.5,4054.38,4064.52,4405.6,4480.76,4140.52,3635.29,2844.47,2480.22,2080.82,Álava,3698.366428571429,51777.130000000005,Pueblo,4090.7342857142858,10106.95,Bajo,1873.4199999999996
1052,Samaniego,7430.39,7560.22,7093.28,7520.13,7409.0,7495.87,8462.35,7971.5,7780.84,7929.9,7502.06,5052.86,6232.14,5068.95,Álava,7179.249285714285,100509.48999999999,Pueblo,4090.7342857142858,10106.95,Medio,2361.4400000000005
48002,Abanto y Ciérvana-Abanto Zierbena,6626.98,6766.62,6226.93,5921.76,5488.18,5228.24,4835.82,6010.92,6246.63,5714.46,5356.14,5042.83,4462.76,4227.28,Bizkaia,5582.539285714285,78155.54999999999,Pueblo,3108.363542857143,6738.3684357142865,Medio,2399.7
20005,Alegia,10672.26,10198.3,10779.61,9981.6,10795.46,10795.16,9844.96,10957.96,12138.21,10522.81,9661.17,9419.36,7359.39,8055.61,Gipuzkoa,10084.41857142857,141181.86,Pueblo,4173.691992857142,9100.15910714286,Alto,2616.6500000000005
1022,Elciego,7340.04,7044.66,7240.92,7738.2,7627.51,7808.39,7874.69,9108.93,8306.9,6912.67,6168.37,5659.06,5457.46,4638.97,Álava,7066.197857142857,98926.77,Pueblo,4090.7342857142858,10106.95,Medio,2701.0699999999997
20059,Oñati,13247.13,12372.16,12819.29,13730.53,13131.89,11897.2,10070.32,12688.96,13682.35,14271.45,11929.31,12046.58,9990.79,10413.75,Gipuzkoa,12306.550714285713,172291.71,Pueblo,4173.691992857142,9100.15910714286,Alto,2833.379999999999
48908,Murueta,9974.33,10707.47,10427.84,11909.07,10948.2,11196.42,10464.39,10356.21,10397.82,6720.78,6235.12,6332.07,6945.63,7085.84,Bizkaia,9264.370714285715,129701.19,Pueblo,3108.363542857143,6738.3684357142865,Alto,2888.49
48058,Mallabia,23614.79,21765.4,20814.35,20539.26,22434.11,21234.53,18861.45,22657.04,23441.84,24247.35,22752.52,22605.99,21410.37,20481.83,Bizkaia,21918.630714285715,306860.83,Pueblo,3108.363542857143,6738.3684357142865,Alto,3132.959999999999
20072,Urnieta,8353.94,8233.51,7165.06,5701.74,5817.31,5936.4,5796.44,6016.38,5880.53,5686.86,5793.27,5842.85,5467.9,5191.87,Gipuzkoa,6206.004285714285,86884.06,Pueblo,4173.691992857142,9100.15910714286,Medio,3162.0700000000006
48905,Zamudio,33997.27,34226.53,34734.41,34610.93,34393.14,34040.76,33684.57,35522.97,35670.05,35549.98,34562.43,34241.62,32909.56,30746.98,Bizkaia,34206.51428571428,478891.1999999999,Pueblo,3108.363542857143,6738.3684357142865,Alto,3250.2899999999972
1016,Bernedo,9688.66,9652.01,9003.13,8926.33,8807.84,8757.09,8496.28,8128.96,7836.72,7198.51,7055.17,6997.72,6228.93,6249.88,Álava,8073.373571428572,113027.23000000001,Pueblo,4090.7342857142858,10106.95,Medio,3438.7799999999997
48050,Izurtza,36054.45,35257.91,32837.4,37802.83,39878.97,41623.38,35627.0,46856.39,43601.84,44756.52,46332.15,36428.33,31578.12,32478.3,Bizkaia,38650.97071428572,541113.5900000001,Pueblo,3108.363542857143,6738.3684357142865,Alto,3576.149999999998
48015,Basauri,17666.08,17179.54,16049.49,16886.8,19344.27,17328.87,12114.09,18070.28,17673.56,14788.1,15096.41,15109.08,15017.94,14041.79,Bizkaia,16169.021428571428,226366.3,Pueblo,3108.363542857143,6738.3684357142865,Alto,3624.290000000001
1057,Villabuena de Álava/Eskuernaga,7310.97,7422.36,7066.71,6455.33,6808.32,5908.13,5932.59,5882.74,5365.87,5200.9,5022.38,4317.19,3610.51,3490.65,Álava,5699.617857142856,79794.65,Pueblo,4090.7342857142858,10106.95,Medio,3820.32
20042,Ibarra,5637.07,5737.69,5337.36,4431.02,4766.86,3635.31,3424.56,3233.63,2965.2,2350.52,1985.15,1908.91,1799.51,1667.29,Gipuzkoa,3491.434285714286,48880.08,Pueblo,4173.691992857142,9100.15910714286,Bajo,3969.7799999999997
1031,Laguardia,18960.66,17726.73,16862.46,16906.36,17168.03,16017.9,15811.7,17140.49,17457.63,17459.34,16698.16,16439.51,15176.76,14716.6,Álava,16753.023571428574,234542.33000000002,Pueblo,4090.7342857142858,10106.95,Alto,4244.0599999999995
48067,Muxika,10756.59,10679.54,10940.3,10815.66,28124.25,28159.14,25443.43,31350.44,11087.49,8418.85,6615.92,7153.63,6677.26,6103.3,Bizkaia,14451.842857142858,202325.80000000002,Pueblo,3108.363542857143,6738.3684357142865,Alto,4653.29
1051,Salvatierra/Agurain,15666.16,15663.11,15826.35,14653.45,14482.66,12696.63,12280.83,15589.41,15309.03,16384.86,17730.64,13893.04,10978.52,10345.27,Álava,14392.85428571429,201499.96000000005,Pueblo,4090.7342857142858,10106.95,Alto,5320.889999999999
20043,Idiazabal,12346.44,10966.83,8682.51,7514.66,7926.71,7421.78,7858.39,9255.15,9485.58,8707.97,7823.96,7777.12,7010.72,6682.79,Gipuzkoa,8532.900714285714,119460.61,Pueblo,4173.691992857142,9100.15910714286,Medio,5663.650000000001
48023,Artea,8266.82,9010.56,8952.35,8695.98,9293.16,9188.59,7939.14,5135.38,3085.85,2663.69,2581.56,2560.62,2499.35,2353.68,Bizkaia,5873.337857142857,82226.73,Pueblo,3108.363542857143,6738.3684357142865,Medio,5913.139999999999
48903,Loiu,44724.0,44911.67,44837.01,42288.98,46326.32,45854.67,34243.01,52278.24,51171.28,52458.13,48382.38,48587.23,40704.86,38605.33,Bizkaia,45383.79357142857,635373.11,Pueblo,3108.363542857143,6738.3684357142865,Alto,6118.669999999998
48087,Trucios-Turtzioz,9057.68,9238.21,8818.13,9482.39,9196.06,9166.99,9689.72,7539.53,2791.79,2513.74,2376.41,2540.46,2276.53,2172.2,Bizkaia,6204.274285714286,86859.84,Pueblo,3108.363542857143,6738.3684357142865,Medio,6885.4800000000005
20040,Hernani,23079.38,23007.56,22687.64,23237.31,23514.99,24005.27,22129.93,19506.86,18934.86,19311.72,19137.67,17701.4,16348.66,15575.92,Gipuzkoa,20584.226428571426,288179.17,Pueblo,4173.691992857142,9100.15910714286,Alto,7503.460000000001
20014,Asteasu,18889.94,17844.25,17222.27,17710.59,17866.92,16885.72,16799.0,17006.42,15595.48,14136.2,12264.88,11909.87,12063.02,10195.85,Gipuzkoa,15456.457857142857,216390.41,Pueblo,4173.691992857142,9100.15910714286,Alto,8694.089999999998
20028,Zizurkil,14627.46,13818.31,13382.69,17124.82,17584.41,18497.73,17724.03,16189.97,5803.96,5800.26,5373.82,5185.71,5159.19,5087.84,Gipuzkoa,11525.728571428572,161360.2,Pueblo,4173.691992857142,9100.15910714286,Alto,9539.619999999999
20035,Ezkio-Itsaso,52882.22,55544.41,52364.27,51779.68,49692.21,43497.81,41149.54,54728.11,59088.86,55887.65,49610.6,44619.04,41693.82,40597.67,Gipuzkoa,49509.70642857143,693135.89,Ciudad,4173.691992857142,9100.15910714286,Alto,12284.550000000003
48910,Iurreta,64470.31,64470.31,63071.5,62756.86,62095.4,61764.55,60213.5,55982.87,69677.76,50480.64,57126.37,52909.33,51124.64,49757.94,Bizkaia,58992.99857142857,825901.98,Ciudad,3108.363542857143,6738.3684357142865,Alto,14712.369999999995
1014,Berantevilla,38542.53,40598.51,41719.45,41568.66,41685.48,35289.13,35287.67,42572.91,43545.15,37332.72,34273.09,31891.69,26317.28,21787.39,Álava,36600.83285714286,512411.66000000003,Pueblo,4090.7342857142858,10106.95,Alto,16755.14
1902,Lantarón,73756.6,70371.42,64409.57,77229.22,57629.47,58320.34,51315.13,63357.07,61607.52,81602.34,61087.14,64977.34,62703.9,55790.31,Álava,64582.66928571428,904157.3699999999,Ciudad,4090.7342857142858,10106.95,Alto,17966.290000000008
48030,Etxebarria,55531.54,52542.84,50444.61,50851.25,49067.37,45882.35,37776.68,44308.51,42611.81,40321.32,38303.09,41210.9,39296.9,30651.88,Bizkaia,44200.075000000004,618801.05,Ciudad,3108.363542857143,6738.3684357142865,Alto,24879.66
48913,Zierbena,45732.44,34891.95,30812.56,36686.19,39654.72,47372.97,49162.84,55604.65,47820.02,49610.42,40692.27,42470.29,20059.96,16554.04,Bizkaia,39794.66571428572,557125.3200000001,Pueblo,3108.363542857143,6738.3684357142865,Alto,29178.4
48911,Ajangiz,60798.19,56880.09,57792.04,58705.44,61449.32,58778.3,49522.39,54603.87,3348.66,3120.09,3138.43,3308.67,3198.33,2953.02,Bizkaia,34114.060000000005,477596.84,Ciudad,3108.363542857143,6738.3684357142865,Alto,57845.170000000006
48071,Muskiz,68820.68,55164.21,4483.4,4226.17,5402.17,14054.5,9982.39,14768.04,13249.53,10707.4,11065.08,6549.77,8214.59,7088.79,Bizkaia,16698.337142857144,233776.72,Pueblo,3108.363542857143,6738.3684357142865,Alto,61731.88999999999
20008,Amezketa,81716.04,86473.23,84620.3,85430.87,79463.92,78681.3,76252.74,72733.49,15153.41,20851.11,14901.42,19532.19,19646.73,18187.59,Gipuzkoa,53831.73857142857,753644.34,Ciudad,4173.691992857142,9100.15910714286,Alto,63528.45
